"class" "cap-color" "habitat" "ring-number" "odor"
"5948" "poison" "buff" "grasses" "two" "none"
"5949" "edible" "white" "woods" "one" "none"
"5950" "edible" "brown" "leaves" "one" "none"
"5951" "poison" "yellow" "paths" "one" "foul"
"5952" "poison" "buff" "grasses" "one" "foul"
"5953" "poison" "yellow" "grasses" "one" "foul"
"5954" "edible" "red" "waste" "two" "none"
"5955" "poison" "yellow" "paths" "one" "foul"
"5956" "poison" "brown" "woods" "one" "none"
"5957" "poison" "brown" "paths" "one" "spicy"
"5958" "poison" "yellow" "woods" "one" "foul"
"5959" "poison" "yellow" "grasses" "one" "foul"
"5960" "poison" "gray" "grasses" "one" "foul"
"5961" "poison" "brown" "woods" "one" "foul"
"5962" "edible" "brown" "waste" "two" "none"
"5963" "edible" "brown" "leaves" "one" "none"
"5964" "poison" "buff" "grasses" "two" "none"
"5965" "poison" "brown" "woods" "one" "none"
"5966" "poison" "gray" "grasses" "one" "foul"
"5967" "poison" "brown" "paths" "one" "spicy"
"5968" "poison" "gray" "woods" "one" "foul"
"5969" "poison" "gray" "woods" "one" "foul"
"5970" "poison" "gray" "grasses" "one" "foul"
"5971" "edible" "green" "woods" "one" "none"
"5972" "poison" "brown" "paths" "one" "fishy"
"5973" "poison" "pink" "meadows" "two" "none"
"5974" "poison" "red" "leaves" "one" "fishy"
"5975" "poison" "buff" "grasses" "one" "foul"
"5976" "poison" "buff" "urban" "one" "foul"
"5977" "edible" "red" "waste" "two" "none"
"5978" "poison" "buff" "grasses" "one" "foul"
"5979" "edible" "brown" "leaves" "one" "none"
"5980" "poison" "yellow" "woods" "one" "foul"
"5981" "edible" "white" "woods" "one" "none"
"5982" "poison" "white" "urban" "one" "foul"
"5983" "poison" "pink" "grasses" "two" "none"
"5984" "poison" "yellow" "woods" "one" "foul"
"5985" "poison" "gray" "grasses" "one" "foul"
"5986" "poison" "brown" "leaves" "one" "foul"
"5987" "poison" "yellow" "grasses" "one" "foul"
"5988" "poison" "gray" "grasses" "one" "foul"
"5989" "poison" "white" "urban" "one" "foul"
"5990" "poison" "brown" "woods" "one" "spicy"
"5991" "poison" "yellow" "woods" "one" "foul"
"5992" "poison" "brown" "woods" "one" "foul"
"5993" "poison" "buff" "grasses" "two" "none"
"5994" "poison" "yellow" "grasses" "one" "foul"
"5995" "poison" "red" "leaves" "one" "fishy"
"5996" "poison" "brown" "woods" "one" "foul"
"5997" "edible" "buff" "waste" "two" "none"
"5998" "edible" "white" "woods" "one" "none"
"5999" "poison" "buff" "urban" "one" "foul"
"6000" "poison" "yellow" "grasses" "one" "foul"
"6001" "poison" "red" "paths" "one" "foul"
"6002" "poison" "red" "woods" "one" "spicy"
"6003" "poison" "red" "woods" "one" "foul"
"6004" "poison" "brown" "paths" "one" "foul"
"6005" "poison" "brown" "paths" "one" "foul"
"6006" "poison" "red" "woods" "one" "spicy"
"6007" "poison" "brown" "leaves" "one" "fishy"
"6008" "poison" "red" "paths" "one" "fishy"
"6009" "poison" "red" "leaves" "one" "spicy"
"6010" "poison" "brown" "paths" "one" "foul"
"6011" "poison" "red" "woods" "one" "foul"
"6012" "poison" "red" "leaves" "one" "spicy"
"6013" "poison" "brown" "leaves" "one" "spicy"
"6014" "poison" "red" "woods" "one" "foul"
"6015" "poison" "red" "leaves" "one" "fishy"
"6016" "poison" "red" "paths" "one" "foul"
"6017" "poison" "brown" "paths" "one" "fishy"
"6018" "poison" "brown" "paths" "one" "foul"
"6019" "poison" "red" "woods" "one" "spicy"
"6020" "poison" "brown" "paths" "one" "fishy"
"6021" "poison" "brown" "leaves" "one" "foul"
"6022" "poison" "red" "woods" "one" "fishy"
"6023" "poison" "red" "leaves" "one" "spicy"
"6024" "poison" "red" "paths" "one" "fishy"
"6025" "poison" "red" "woods" "one" "fishy"
"6026" "poison" "brown" "paths" "one" "spicy"
"6027" "poison" "red" "woods" "one" "fishy"
"6028" "poison" "brown" "leaves" "one" "fishy"
"6029" "poison" "red" "woods" "one" "spicy"
"6030" "poison" "red" "leaves" "one" "fishy"
"6031" "poison" "brown" "paths" "one" "spicy"
"6032" "poison" "red" "paths" "one" "spicy"
"6033" "poison" "red" "leaves" "one" "spicy"
"6034" "poison" "red" "paths" "one" "foul"
"6035" "poison" "brown" "woods" "one" "spicy"
"6036" "poison" "brown" "paths" "one" "spicy"
"6037" "poison" "red" "leaves" "one" "foul"
"6038" "poison" "brown" "leaves" "one" "fishy"
"6039" "edible" "brown" "leaves" "one" "none"
"6040" "poison" "brown" "woods" "one" "fishy"
"6041" "edible" "brown" "leaves" "one" "none"
"6042" "poison" "red" "woods" "one" "fishy"
"6043" "poison" "brown" "leaves" "one" "spicy"
"6044" "poison" "red" "paths" "one" "fishy"
"6045" "poison" "brown" "leaves" "one" "fishy"
"6046" "poison" "red" "leaves" "one" "fishy"
"6047" "poison" "brown" "woods" "one" "foul"
"6048" "poison" "brown" "woods" "one" "spicy"
"6049" "poison" "red" "woods" "one" "fishy"
"6050" "poison" "brown" "woods" "one" "foul"
"6051" "poison" "brown" "paths" "one" "spicy"
"6052" "poison" "brown" "leaves" "one" "foul"
"6053" "poison" "red" "woods" "one" "spicy"
"6054" "poison" "red" "leaves" "one" "fishy"
"6055" "poison" "red" "leaves" "one" "foul"
"6056" "poison" "red" "woods" "one" "fishy"
"6057" "poison" "red" "woods" "one" "foul"
"6058" "poison" "brown" "paths" "one" "fishy"
"6059" "poison" "red" "woods" "one" "foul"
"6060" "poison" "red" "leaves" "one" "spicy"
"6061" "poison" "brown" "leaves" "one" "foul"
"6062" "poison" "brown" "woods" "one" "foul"
"6063" "poison" "red" "leaves" "one" "spicy"
"6064" "poison" "red" "leaves" "one" "foul"
"6065" "poison" "red" "paths" "one" "spicy"
"6066" "poison" "brown" "leaves" "one" "spicy"
"6067" "poison" "red" "paths" "one" "foul"
"6068" "poison" "brown" "paths" "one" "spicy"
"6069" "edible" "white" "grasses" "two" "none"
"6070" "poison" "brown" "paths" "one" "fishy"
"6071" "poison" "brown" "woods" "one" "foul"
"6072" "poison" "red" "woods" "one" "foul"
"6073" "poison" "brown" "leaves" "one" "spicy"
"6074" "poison" "brown" "leaves" "one" "spicy"
"6075" "poison" "red" "leaves" "one" "spicy"
"6076" "poison" "red" "woods" "one" "foul"
"6077" "poison" "brown" "leaves" "one" "fishy"
"6078" "poison" "brown" "paths" "one" "foul"
"6079" "poison" "brown" "paths" "one" "spicy"
"6080" "poison" "brown" "leaves" "one" "spicy"
"6081" "poison" "red" "leaves" "one" "fishy"
"6082" "poison" "red" "woods" "one" "fishy"
"6083" "poison" "brown" "leaves" "one" "spicy"
"6084" "poison" "brown" "paths" "one" "spicy"
"6085" "poison" "brown" "leaves" "one" "fishy"
"6086" "poison" "brown" "woods" "one" "spicy"
"6087" "poison" "brown" "woods" "one" "fishy"
"6088" "poison" "red" "leaves" "one" "spicy"
"6089" "poison" "brown" "leaves" "one" "fishy"
"6090" "poison" "brown" "woods" "one" "spicy"
"6091" "poison" "red" "leaves" "one" "foul"
"6092" "poison" "brown" "leaves" "one" "fishy"
"6093" "poison" "brown" "woods" "one" "foul"
"6094" "poison" "brown" "leaves" "one" "foul"
"6095" "poison" "red" "leaves" "one" "fishy"
"6096" "poison" "red" "leaves" "one" "foul"
"6097" "poison" "red" "paths" "one" "foul"
"6098" "poison" "brown" "paths" "one" "fishy"
"6099" "poison" "red" "woods" "one" "fishy"
"6100" "poison" "red" "leaves" "one" "foul"
"6101" "poison" "brown" "paths" "one" "foul"
"6102" "poison" "brown" "paths" "one" "spicy"
"6103" "poison" "red" "woods" "one" "foul"
"6104" "poison" "red" "leaves" "one" "spicy"
"6105" "poison" "brown" "woods" "one" "fishy"
"6106" "poison" "brown" "leaves" "one" "fishy"
"6107" "poison" "red" "leaves" "one" "spicy"
"6108" "poison" "brown" "leaves" "one" "fishy"
"6109" "poison" "brown" "leaves" "one" "spicy"
"6110" "poison" "brown" "paths" "one" "foul"
"6111" "poison" "red" "paths" "one" "fishy"
"6112" "poison" "red" "leaves" "one" "spicy"
"6113" "poison" "red" "paths" "one" "foul"
"6114" "poison" "red" "leaves" "one" "foul"
"6115" "poison" "red" "woods" "one" "foul"
"6116" "poison" "red" "leaves" "one" "spicy"
"6117" "poison" "red" "leaves" "one" "spicy"
"6118" "poison" "brown" "leaves" "one" "foul"
"6119" "poison" "red" "leaves" "one" "foul"
"6120" "poison" "red" "paths" "one" "spicy"
"6121" "edible" "cinnamon" "paths" "two" "none"
"6122" "poison" "red" "paths" "one" "fishy"
"6123" "poison" "brown" "woods" "one" "fishy"
"6124" "poison" "brown" "leaves" "one" "fishy"
"6125" "poison" "brown" "paths" "one" "spicy"
"6126" "poison" "red" "leaves" "one" "fishy"
"6127" "poison" "red" "leaves" "one" "spicy"
"6128" "poison" "red" "leaves" "one" "foul"
"6129" "poison" "red" "leaves" "one" "foul"
"6130" "poison" "brown" "woods" "one" "fishy"
"6131" "poison" "red" "woods" "one" "foul"
"6132" "poison" "red" "paths" "one" "foul"
"6133" "poison" "brown" "leaves" "one" "fishy"
"6134" "poison" "red" "paths" "one" "fishy"
"6135" "poison" "red" "leaves" "one" "spicy"
"6136" "poison" "red" "paths" "one" "foul"
"6137" "poison" "brown" "woods" "one" "spicy"
"6138" "poison" "brown" "woods" "one" "fishy"
"6139" "poison" "red" "paths" "one" "fishy"
"6140" "poison" "brown" "leaves" "one" "foul"
"6141" "poison" "red" "paths" "one" "spicy"
"6142" "poison" "red" "leaves" "one" "fishy"
"6143" "edible" "white" "grasses" "two" "none"
"6144" "poison" "red" "leaves" "one" "spicy"
"6145" "poison" "red" "paths" "one" "foul"
"6146" "poison" "red" "leaves" "one" "spicy"
"6147" "poison" "red" "leaves" "one" "fishy"
"6148" "edible" "white" "grasses" "two" "none"
"6149" "poison" "brown" "paths" "one" "spicy"
"6150" "poison" "brown" "paths" "one" "spicy"
"6151" "poison" "brown" "woods" "one" "spicy"
"6152" "poison" "red" "woods" "one" "foul"
"6153" "poison" "brown" "paths" "one" "foul"
"6154" "poison" "brown" "paths" "one" "foul"
"6155" "poison" "red" "paths" "one" "spicy"
"6156" "poison" "brown" "woods" "one" "fishy"
"6157" "poison" "red" "woods" "one" "foul"
"6158" "poison" "red" "woods" "one" "foul"
"6159" "poison" "red" "woods" "one" "foul"
"6160" "poison" "red" "woods" "one" "spicy"
"6161" "poison" "red" "woods" "one" "foul"
"6162" "poison" "red" "leaves" "one" "spicy"
"6163" "poison" "red" "woods" "one" "spicy"
"6164" "poison" "red" "woods" "one" "spicy"
"6165" "poison" "brown" "woods" "one" "fishy"
"6166" "poison" "brown" "woods" "one" "fishy"
"6167" "poison" "red" "woods" "one" "foul"
"6168" "poison" "red" "paths" "one" "fishy"
"6169" "poison" "brown" "leaves" "one" "fishy"
"6170" "poison" "red" "woods" "one" "fishy"
"6171" "poison" "brown" "leaves" "one" "fishy"
"6172" "poison" "brown" "paths" "one" "foul"
"6173" "poison" "red" "leaves" "one" "foul"
"6174" "poison" "red" "leaves" "one" "foul"
"6175" "poison" "red" "paths" "one" "foul"
"6176" "poison" "brown" "paths" "one" "foul"
"6177" "poison" "brown" "leaves" "one" "foul"
"6178" "poison" "red" "paths" "one" "foul"
"6179" "poison" "red" "woods" "one" "spicy"
"6180" "poison" "red" "leaves" "one" "fishy"
"6181" "poison" "red" "leaves" "one" "foul"
"6182" "poison" "brown" "woods" "one" "spicy"
"6183" "poison" "brown" "woods" "one" "foul"
"6184" "poison" "red" "paths" "one" "spicy"
"6185" "poison" "red" "leaves" "one" "spicy"
"6186" "poison" "red" "paths" "one" "fishy"
"6187" "poison" "red" "woods" "one" "foul"
"6188" "poison" "red" "paths" "one" "spicy"
"6189" "poison" "brown" "woods" "one" "spicy"
"6190" "poison" "red" "leaves" "one" "spicy"
"6191" "poison" "red" "paths" "one" "spicy"
"6192" "poison" "brown" "leaves" "one" "foul"
"6193" "poison" "brown" "leaves" "one" "foul"
"6194" "poison" "red" "paths" "one" "foul"
"6195" "edible" "gray" "grasses" "two" "none"
"6196" "poison" "red" "paths" "one" "spicy"
"6197" "poison" "red" "woods" "one" "spicy"
"6198" "poison" "red" "leaves" "one" "spicy"
"6199" "poison" "red" "paths" "one" "fishy"
"6200" "poison" "red" "woods" "one" "fishy"
"6201" "poison" "red" "leaves" "one" "foul"
"6202" "poison" "brown" "woods" "one" "foul"
"6203" "poison" "brown" "paths" "one" "foul"
"6204" "edible" "white" "grasses" "two" "none"
"6205" "poison" "red" "paths" "one" "spicy"
"6206" "poison" "red" "paths" "one" "foul"
"6207" "poison" "brown" "leaves" "one" "fishy"
"6208" "poison" "brown" "leaves" "one" "spicy"
"6209" "poison" "red" "leaves" "one" "fishy"
"6210" "poison" "red" "woods" "one" "fishy"
"6211" "poison" "red" "paths" "one" "foul"
"6212" "poison" "brown" "paths" "one" "fishy"
"6213" "poison" "red" "paths" "one" "foul"
"6214" "poison" "red" "woods" "one" "spicy"
"6215" "edible" "gray" "grasses" "two" "none"
"6216" "poison" "red" "leaves" "one" "spicy"
"6217" "poison" "red" "leaves" "one" "foul"
"6218" "poison" "red" "leaves" "one" "foul"
"6219" "poison" "brown" "paths" "one" "spicy"
"6220" "edible" "white" "grasses" "two" "none"
"6221" "poison" "red" "woods" "one" "spicy"
"6222" "poison" "brown" "paths" "one" "fishy"
"6223" "poison" "red" "paths" "one" "foul"
"6224" "poison" "brown" "leaves" "one" "spicy"
"6225" "poison" "red" "paths" "one" "foul"
"6226" "poison" "red" "woods" "one" "fishy"
"6227" "poison" "red" "paths" "one" "spicy"
"6228" "poison" "red" "paths" "one" "foul"
"6229" "poison" "red" "woods" "one" "spicy"
"6230" "poison" "brown" "woods" "one" "fishy"
"6231" "poison" "red" "woods" "one" "fishy"
"6232" "poison" "brown" "leaves" "one" "fishy"
"6233" "poison" "red" "leaves" "one" "fishy"
"6234" "poison" "brown" "leaves" "one" "fishy"
"6235" "poison" "red" "leaves" "one" "foul"
"6236" "poison" "brown" "paths" "one" "foul"
"6237" "poison" "brown" "woods" "one" "foul"
"6238" "poison" "red" "woods" "one" "spicy"
"6239" "poison" "red" "woods" "one" "fishy"
"6240" "poison" "brown" "woods" "one" "fishy"
"6241" "poison" "brown" "leaves" "one" "spicy"
"6242" "poison" "red" "woods" "one" "foul"
"6243" "poison" "red" "woods" "one" "foul"
"6244" "poison" "red" "leaves" "one" "fishy"
"6245" "poison" "red" "leaves" "one" "fishy"
"6246" "poison" "red" "woods" "one" "foul"
"6247" "poison" "brown" "leaves" "one" "spicy"
"6248" "poison" "brown" "woods" "one" "spicy"
"6249" "poison" "brown" "leaves" "one" "foul"
"6250" "poison" "brown" "paths" "one" "fishy"
"6251" "poison" "brown" "woods" "one" "spicy"
"6252" "poison" "red" "paths" "one" "spicy"
"6253" "poison" "brown" "woods" "one" "foul"
"6254" "poison" "red" "paths" "one" "spicy"
"6255" "poison" "red" "woods" "one" "spicy"
"6256" "poison" "red" "woods" "one" "fishy"
"6257" "poison" "red" "leaves" "one" "fishy"
"6258" "poison" "red" "woods" "one" "spicy"
"6259" "poison" "red" "leaves" "one" "spicy"
"6260" "poison" "red" "leaves" "one" "fishy"
"6261" "poison" "red" "paths" "one" "foul"
"6262" "edible" "gray" "grasses" "two" "none"
"6263" "poison" "brown" "leaves" "one" "fishy"
"6264" "poison" "red" "woods" "one" "spicy"
"6265" "poison" "brown" "woods" "one" "fishy"
"6266" "poison" "red" "leaves" "one" "spicy"
"6267" "poison" "brown" "paths" "one" "spicy"
"6268" "poison" "red" "paths" "one" "fishy"
"6269" "poison" "red" "paths" "one" "spicy"
"6270" "poison" "red" "woods" "one" "fishy"
"6271" "poison" "red" "paths" "one" "foul"
"6272" "poison" "red" "woods" "one" "spicy"
"6273" "poison" "red" "paths" "one" "spicy"
"6274" "poison" "brown" "leaves" "one" "foul"
"6275" "poison" "brown" "leaves" "one" "spicy"
"6276" "poison" "brown" "woods" "one" "fishy"
"6277" "poison" "red" "paths" "one" "spicy"
"6278" "poison" "brown" "leaves" "one" "foul"
"6279" "poison" "red" "paths" "one" "foul"
"6280" "edible" "white" "grasses" "two" "none"
"6281" "poison" "red" "paths" "one" "spicy"
"6282" "poison" "red" "leaves" "one" "fishy"
"6283" "poison" "red" "woods" "one" "foul"
"6284" "poison" "brown" "paths" "one" "foul"
"6285" "poison" "red" "leaves" "one" "fishy"
"6286" "poison" "brown" "woods" "one" "spicy"
"6287" "poison" "red" "woods" "one" "foul"
"6288" "poison" "brown" "woods" "one" "foul"
"6289" "poison" "red" "leaves" "one" "foul"
"6290" "poison" "brown" "woods" "one" "spicy"
"6291" "poison" "brown" "leaves" "one" "fishy"
"6292" "poison" "red" "paths" "one" "spicy"
"6293" "poison" "brown" "woods" "one" "spicy"
"6294" "poison" "red" "leaves" "one" "spicy"
"6295" "poison" "red" "paths" "one" "fishy"
"6296" "poison" "brown" "paths" "one" "foul"
"6297" "poison" "red" "leaves" "one" "foul"
"6298" "poison" "brown" "paths" "one" "foul"
"6299" "poison" "brown" "paths" "one" "fishy"
"6300" "poison" "brown" "paths" "one" "fishy"
"6301" "poison" "red" "woods" "one" "spicy"
"6302" "poison" "brown" "paths" "one" "fishy"
"6303" "poison" "red" "leaves" "one" "foul"
"6304" "poison" "red" "woods" "one" "spicy"
"6305" "poison" "brown" "woods" "one" "spicy"
"6306" "poison" "red" "paths" "one" "foul"
"6307" "poison" "red" "paths" "one" "foul"
"6308" "poison" "brown" "leaves" "one" "foul"
"6309" "poison" "red" "woods" "one" "fishy"
"6310" "poison" "red" "paths" "one" "foul"
"6311" "poison" "brown" "leaves" "one" "foul"
"6312" "poison" "red" "paths" "one" "foul"
"6313" "poison" "red" "leaves" "one" "foul"
"6314" "poison" "red" "woods" "one" "spicy"
"6315" "poison" "brown" "woods" "one" "foul"
"6316" "poison" "brown" "woods" "one" "fishy"
"6317" "poison" "red" "paths" "one" "foul"
"6318" "poison" "brown" "woods" "one" "fishy"
"6319" "poison" "brown" "paths" "one" "foul"
"6320" "poison" "red" "leaves" "one" "fishy"
"6321" "poison" "red" "paths" "one" "foul"
"6322" "poison" "red" "paths" "one" "fishy"
"6323" "poison" "brown" "leaves" "one" "foul"
"6324" "poison" "brown" "paths" "one" "spicy"
"6325" "poison" "red" "paths" "one" "spicy"
"6326" "poison" "brown" "leaves" "one" "fishy"
"6327" "poison" "brown" "woods" "one" "spicy"
"6328" "poison" "red" "leaves" "one" "fishy"
"6329" "poison" "brown" "leaves" "one" "foul"
"6330" "poison" "red" "paths" "one" "foul"
"6331" "poison" "red" "woods" "one" "foul"
"6332" "edible" "gray" "grasses" "two" "none"
"6333" "poison" "red" "leaves" "one" "foul"
"6334" "poison" "red" "leaves" "one" "foul"
"6335" "poison" "red" "leaves" "one" "spicy"
"6336" "poison" "red" "woods" "one" "spicy"
"6337" "poison" "brown" "paths" "one" "foul"
"6338" "poison" "brown" "leaves" "one" "fishy"
"6339" "poison" "brown" "paths" "one" "spicy"
"6340" "poison" "red" "leaves" "one" "foul"
"6341" "poison" "red" "woods" "one" "foul"
"6342" "poison" "brown" "leaves" "one" "foul"
"6343" "poison" "brown" "leaves" "one" "foul"
"6344" "poison" "brown" "woods" "one" "fishy"
"6345" "poison" "red" "leaves" "one" "foul"
"6346" "poison" "red" "paths" "one" "foul"
"6347" "poison" "brown" "leaves" "one" "foul"
"6348" "poison" "brown" "woods" "one" "spicy"
"6349" "poison" "red" "woods" "one" "foul"
"6350" "poison" "brown" "leaves" "one" "foul"
"6351" "poison" "brown" "paths" "one" "foul"
"6352" "poison" "brown" "paths" "one" "foul"
"6353" "poison" "brown" "leaves" "one" "spicy"
"6354" "poison" "brown" "leaves" "one" "fishy"
"6355" "poison" "brown" "paths" "one" "fishy"
"6356" "poison" "brown" "paths" "one" "fishy"
"6357" "poison" "brown" "paths" "one" "foul"
"6358" "poison" "brown" "paths" "one" "fishy"
"6359" "poison" "brown" "paths" "one" "fishy"
"6360" "poison" "brown" "paths" "one" "foul"
"6361" "poison" "brown" "woods" "one" "foul"
"6362" "poison" "red" "woods" "one" "fishy"
"6363" "poison" "red" "leaves" "one" "foul"
"6364" "poison" "brown" "woods" "one" "spicy"
"6365" "poison" "red" "leaves" "one" "fishy"
"6366" "poison" "brown" "paths" "one" "foul"
"6367" "edible" "white" "grasses" "two" "none"
"6368" "poison" "brown" "paths" "one" "foul"
"6369" "poison" "brown" "woods" "one" "foul"
"6370" "poison" "brown" "paths" "one" "fishy"
"6371" "poison" "brown" "woods" "one" "foul"
"6372" "poison" "brown" "woods" "one" "fishy"
"6373" "poison" "brown" "leaves" "one" "foul"
"6374" "poison" "brown" "woods" "one" "foul"
"6375" "poison" "red" "paths" "one" "fishy"
"6376" "edible" "brown" "leaves" "one" "none"
"6377" "poison" "red" "woods" "one" "foul"
"6378" "poison" "red" "paths" "one" "spicy"
"6379" "poison" "red" "leaves" "one" "fishy"
"6380" "poison" "brown" "leaves" "one" "spicy"
"6381" "poison" "red" "paths" "one" "spicy"
"6382" "poison" "brown" "leaves" "one" "foul"
"6383" "poison" "red" "leaves" "one" "spicy"
"6384" "poison" "brown" "paths" "one" "spicy"
"6385" "poison" "brown" "paths" "one" "fishy"
"6386" "poison" "red" "leaves" "one" "foul"
"6387" "poison" "red" "woods" "one" "spicy"
"6388" "poison" "red" "paths" "one" "foul"
"6389" "poison" "brown" "leaves" "one" "fishy"
"6390" "poison" "red" "paths" "one" "spicy"
"6391" "poison" "brown" "paths" "one" "fishy"
"6392" "poison" "brown" "paths" "one" "spicy"
"6393" "poison" "red" "woods" "one" "foul"
"6394" "poison" "brown" "woods" "one" "fishy"
"6395" "poison" "red" "woods" "one" "fishy"
"6396" "poison" "brown" "paths" "one" "foul"
"6397" "edible" "white" "grasses" "two" "none"
"6398" "poison" "brown" "woods" "one" "fishy"
"6399" "poison" "brown" "leaves" "one" "foul"
"6400" "poison" "red" "leaves" "one" "fishy"
"6401" "poison" "red" "leaves" "one" "spicy"
"6402" "poison" "brown" "paths" "one" "spicy"
"6403" "poison" "red" "leaves" "one" "foul"
"6404" "edible" "gray" "grasses" "two" "none"
"6405" "poison" "red" "leaves" "one" "spicy"
"6406" "poison" "red" "paths" "one" "spicy"
"6407" "edible" "white" "grasses" "two" "none"
"6408" "poison" "brown" "leaves" "one" "fishy"
"6409" "poison" "red" "leaves" "one" "spicy"
"6410" "poison" "red" "woods" "one" "foul"
"6411" "poison" "brown" "paths" "one" "spicy"
"6412" "poison" "brown" "woods" "one" "foul"
"6413" "poison" "red" "paths" "one" "spicy"
"6414" "poison" "red" "leaves" "one" "spicy"
"6415" "poison" "red" "leaves" "one" "spicy"
"6416" "poison" "red" "woods" "none" "musty"
"6417" "poison" "brown" "woods" "one" "fishy"
"6418" "poison" "red" "woods" "one" "fishy"
"6419" "poison" "red" "paths" "one" "spicy"
"6420" "poison" "red" "paths" "one" "fishy"
"6421" "poison" "red" "paths" "one" "foul"
"6422" "poison" "red" "leaves" "one" "spicy"
"6423" "poison" "red" "leaves" "one" "foul"
"6424" "poison" "red" "paths" "one" "spicy"
"6425" "edible" "brown" "leaves" "one" "none"
"6426" "poison" "brown" "woods" "one" "spicy"
"6427" "poison" "red" "leaves" "one" "spicy"
"6428" "poison" "red" "leaves" "one" "spicy"
"6429" "poison" "brown" "paths" "one" "foul"
"6430" "poison" "red" "woods" "one" "fishy"
"6431" "poison" "red" "woods" "one" "foul"
"6432" "poison" "red" "paths" "one" "spicy"
"6433" "poison" "red" "paths" "one" "fishy"
"6434" "poison" "red" "paths" "one" "foul"
"6435" "edible" "brown" "leaves" "one" "none"
"6436" "poison" "brown" "paths" "one" "spicy"
"6437" "poison" "red" "paths" "one" "foul"
"6438" "poison" "brown" "woods" "one" "foul"
"6439" "poison" "red" "paths" "one" "fishy"
"6440" "poison" "red" "woods" "one" "foul"
"6441" "poison" "brown" "woods" "one" "spicy"
"6442" "poison" "brown" "leaves" "one" "foul"
"6443" "poison" "brown" "leaves" "one" "fishy"
"6444" "poison" "red" "woods" "one" "spicy"
"6445" "poison" "brown" "leaves" "one" "fishy"
"6446" "poison" "brown" "leaves" "one" "fishy"
"6447" "poison" "red" "leaves" "one" "fishy"
"6448" "poison" "brown" "woods" "one" "fishy"
"6449" "poison" "brown" "paths" "one" "fishy"
"6450" "edible" "white" "grasses" "two" "none"
"6451" "poison" "red" "leaves" "one" "fishy"
"6452" "poison" "red" "leaves" "one" "fishy"
"6453" "poison" "brown" "woods" "one" "foul"
"6454" "poison" "brown" "paths" "one" "spicy"
"6455" "poison" "red" "woods" "one" "fishy"
"6456" "poison" "brown" "paths" "one" "foul"
"6457" "poison" "brown" "leaves" "one" "spicy"
"6458" "poison" "brown" "leaves" "one" "spicy"
"6459" "poison" "brown" "leaves" "one" "fishy"
"6460" "poison" "red" "woods" "one" "spicy"
"6461" "poison" "red" "leaves" "one" "spicy"
"6462" "poison" "red" "leaves" "one" "foul"
"6463" "poison" "red" "paths" "one" "spicy"
"6464" "poison" "brown" "paths" "one" "foul"
"6465" "poison" "brown" "leaves" "one" "foul"
"6466" "poison" "brown" "leaves" "one" "fishy"
"6467" "poison" "brown" "paths" "one" "fishy"
"6468" "poison" "red" "paths" "one" "fishy"
"6469" "poison" "red" "woods" "one" "fishy"
"6470" "poison" "brown" "leaves" "one" "foul"
"6471" "poison" "red" "paths" "one" "foul"
"6472" "poison" "brown" "woods" "one" "foul"
"6473" "poison" "red" "leaves" "one" "spicy"
"6474" "poison" "brown" "paths" "one" "fishy"
"6475" "poison" "brown" "leaves" "one" "foul"
"6476" "poison" "red" "woods" "one" "fishy"
"6477" "poison" "brown" "leaves" "one" "foul"
"6478" "poison" "red" "paths" "one" "fishy"
"6479" "poison" "red" "woods" "one" "spicy"
"6480" "poison" "brown" "paths" "one" "spicy"
"6481" "poison" "red" "woods" "one" "spicy"
"6482" "poison" "red" "paths" "one" "fishy"
"6483" "poison" "red" "woods" "one" "spicy"
"6484" "poison" "red" "woods" "one" "fishy"
"6485" "poison" "red" "leaves" "one" "fishy"
"6486" "poison" "red" "paths" "one" "fishy"
"6487" "poison" "red" "leaves" "one" "spicy"
"6488" "poison" "brown" "woods" "one" "foul"
"6489" "poison" "brown" "paths" "one" "spicy"
"6490" "poison" "red" "paths" "one" "foul"
"6491" "poison" "brown" "leaves" "one" "spicy"
"6492" "poison" "brown" "woods" "one" "spicy"
"6493" "poison" "brown" "leaves" "one" "foul"
"6494" "poison" "red" "leaves" "one" "spicy"
"6495" "poison" "red" "paths" "one" "foul"
"6496" "poison" "brown" "woods" "one" "fishy"
"6497" "poison" "red" "woods" "one" "fishy"
"6498" "poison" "red" "woods" "one" "foul"
"6499" "poison" "brown" "woods" "one" "spicy"
"6500" "poison" "red" "woods" "one" "foul"
"6501" "poison" "brown" "woods" "one" "foul"
"6502" "poison" "red" "woods" "one" "spicy"
"6503" "poison" "red" "woods" "one" "foul"
"6504" "poison" "red" "woods" "one" "foul"
"6505" "poison" "red" "woods" "one" "fishy"
"6506" "poison" "brown" "leaves" "one" "spicy"
"6507" "poison" "red" "paths" "one" "foul"
"6508" "poison" "brown" "paths" "one" "spicy"
"6509" "poison" "red" "woods" "one" "fishy"
"6510" "edible" "white" "grasses" "two" "none"
"6511" "poison" "red" "woods" "one" "spicy"
"6512" "poison" "red" "leaves" "one" "foul"
"6513" "poison" "brown" "leaves" "one" "fishy"
"6514" "poison" "red" "woods" "one" "fishy"
"6515" "poison" "brown" "woods" "one" "fishy"
"6516" "poison" "brown" "paths" "one" "foul"
"6517" "poison" "brown" "leaves" "one" "fishy"
"6518" "edible" "gray" "grasses" "two" "none"
"6519" "poison" "red" "leaves" "one" "foul"
"6520" "poison" "red" "leaves" "one" "foul"
